全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,効力発生日,廃止日,備考,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字
232131,愛知県,アイチケン,Aichi,1947-04-17,,,,,,西尾市,ニシオシ,Nishio-shi,,,
232149,愛知県,アイチケン,Aichi,1947-04-17,,,,,,蒲郡市,ガマゴオリシ,Gamagori-shi,,,
232157,愛知県,アイチケン,Aichi,1947-04-17,,,,,,犬山市,イヌヤマシ,Inuyama-shi,,,
232165,愛知県,アイチケン,Aichi,1947-04-17,,,,,,常滑市,トコナメシ,Tokoname-shi,,,
232173,愛知県,アイチケン,Aichi,1947-04-17,,,,,,江南市,コウナンシ,Konan-shi,,,
232190,愛知県,アイチケン,Aichi,1947-04-17,,,,,,小牧市,コマキシ,Komaki-shi,,,
232203,愛知県,アイチケン,Aichi,1947-04-17,,,,,,稲沢市,イナザワシ,Inazawa-shi,,,
232211,愛知県,アイチケン,Aichi,1947-04-17,,,,,,新城市,シンシロシ,Shinshiro-shi,,,
232220,愛知県,アイチケン,Aichi,1947-04-17,,,,,,東海市,トウカイシ,Tokai-shi,,,
232238,愛知県,アイチケン,Aichi,1947-04-17,,,,,,大府市,オオブシ,Obu-shi,,,
232246,愛知県,アイチケン,Aichi,1947-04-17,,,,,,知多市,チタシ,Chita-shi,,,
232254,愛知県,アイチケン,Aichi,1947-04-17,,,,,,知立市,チリュウシ,Chiryu-shi,,,
232262,愛知県,アイチケン,Aichi,1947-04-17,,,,,,尾張旭市,オワリアサヒシ,Owariasahi-shi,,,
232271,愛知県,アイチケン,Aichi,1947-04-17,,,,,,高浜市,タカハマシ,Takahama-shi,,,
232289,愛知県,アイチケン,Aichi,1947-04-17,,,,,,岩倉市,イワクラシ,Iwakura-shi,,,
232297,愛知県,アイチケン,Aichi,1947-04-17,,,,,,豊明市,トヨアケシ,Toyoake-shi,,,
232301,愛知県,アイチケン,Aichi,1947-04-17,,,,,,日進市,ニッシンシ,Nisshin-shi,,,
232319,愛知県,アイチケン,Aichi,1947-04-17,,,,,,田原市,タハラシ,Tahara-shi,,,
232327,愛知県,アイチケン,Aichi,1947-04-17,,,,,,愛西市,アイサイシ,Aisai-shi,,,
232335,愛知県,アイチケン,Aichi,1947-04-17,,,,,,清須市,キヨスシ,Kiyosu-shi,,,
232343,愛知県,アイチケン,Aichi,1947-04-17,,,,,,北名古屋市,キタナゴヤシ,Kitanagoya-shi,,,
232351,愛知県,アイチケン,Aichi,1947-04-17,,,,,,弥富市,ヤトミシ,Yatomi-shi,,,
232360,愛知県,アイチケン,Aichi,1947-04-17,,,,,,みよし市,ミヨシシ,Miyoshi-shi,,,
232378,愛知県,アイチケン,Aichi,1947-04-17,,,,,,あま市,アマシ,Ama-shi,,,
232386,愛知県,アイチケン,Aichi,1947-04-17,,,,,,長久手市,ナガクテシ,Nagakute-shi,,,
233021,愛知県,アイチケン,Aichi,1947-04-17,,,愛知郡,アイチグン,Aichi-gun,東郷町,トウゴウチョウ,Togo-cho,,,
233421,愛知県,アイチケン,Aichi,1947-04-17,,,西春日井郡,ニシカスガイグン,Nishikasugai-gun,豊山町,トヨヤマチョウ,Toyoyama-cho,,,
233617,愛知県,アイチケン,Aichi,1947-04-17,,,丹羽郡,ニワグン,Niwa-gun,大口町,オオグチチョウ,Oguchi-cho,,,
233625,愛知県,アイチケン,Aichi,1947-04-17,,,丹羽郡,ニワグン,Niwa-gun,扶桑町,フソウチョウ,Fuso-cho,,,
234249,愛知県,アイチケン,Aichi,1947-04-17,,,海部郡,アマグン,Ama-gun,大治町,オオハルチョウ,Oharu-cho,,,
234257,愛知県,アイチケン,Aichi,1947-04-17,,,海部郡,アマグン,Ama-gun,蟹江町,カニエチョウ,Kanie-cho,,,
234273,愛知県,アイチケン,Aichi,1947-04-17,,,海部郡,アマグン,Ama-gun,飛島村,トビシマムラ,Tobishima-mura,,,
234419,愛知県,アイチケン,Aichi,1947-04-17,,,知多郡,チタグン,Chita-gun,阿久比町,アグイチョウ,Agui-cho,,,
234427,愛知県,アイチケン,Aichi,1947-04-17,,,知多郡,チタグン,Chita-gun,東浦町,ヒガシウラチョウ,Higashiura-cho,,,
234451,愛知県,アイチケン,Aichi,1947-04-17,,,知多郡,チタグン,Chita-gun,南知多町,ミナミチタチョウ,Minamichita-cho,,,
234460,愛知県,アイチケン,Aichi,1947-04-17,,,知多郡,チタグン,Chita-gun,美浜町,ミハマチョウ,Mihama-cho,,,
234478,愛知県,アイチケン,Aichi,1947-04-17,,,知多郡,チタグン,Chita-gun,武豊町,タケトヨチョウ,Taketoyo-cho,,,
235016,愛知県,アイチケン,Aichi,1947-04-17,,,額田郡,ヌカタグン,Nukata-gun,幸田町,コウタチョウ,Kota-cho,,,
235610,愛知県,アイチケン,Aichi,1947-04-17,,,北設楽郡,キタシタラグン,Kitashitara-gun,設楽町,シタラチョウ,Shitara-cho,,,
235628,愛知県,アイチケン,Aichi,1947-04-17,,,北設楽郡,キタシタラグン,Kitashitara-gun,東栄町,トウエイチョウ,Toei-cho,,,
235636,愛知県,アイチケン,Aichi,1947-04-17,,,北設楽郡,キタシタラグン,Kitashitara-gun,豊根村,トヨネムラ,Toyone-mura,,,
240001,三重県,ミエケン,Mie,1947-04-17,,,,,,,,,,,
242012,三重県,ミエケン,Mie,1947-04-17,,,,,,津市,ツシ,Tsu-shi,,,
242021,三重県,ミエケン,Mie,1947-04-17,,,,,,四日市市,ヨッカイチシ,Yokkaichi-shi,,,
242039,三重県,ミエケン,Mie,1947-04-17,,,,,,伊勢市,イセシ,Ise-shi,,,
242047,三重県,ミエケン,Mie,1947-04-17,,,,,,松阪市,マツサカシ,Matsusaka-shi,,,
242055,三重県,ミエケン,Mie,1947-04-17,,,,,,桑名市,クワナシ,Kuwana-shi,,,
242071,三重県,ミエケン,Mie,1947-04-17,,,,,,鈴鹿市,スズカシ,Suzuka-shi,,,
242080,三重県,ミエケン,Mie,1947-04-17,,,,,,名張市,ナバリシ,Nabari-shi,,,
242098,三重県,ミエケン,Mie,1947-04-17,,,,,,尾鷲市,オワセシ,Owase-shi,,,
242101,三重県,ミエケン,Mie,1947-04-17,,,,,,亀山市,カメヤマシ,Kameyama-shi,,,
242110,三重県,ミエケン,Mie,1947-04-17,,,,,,鳥羽市,トバシ,Toba-shi,,,
242128,三重県,ミエケン,Mie,1947-04-17,,,,,,熊野市,クマノシ,Kumano-shi,,,
242144,三重県,ミエケン,Mie,1947-04-17,,,,,,いなべ市,イナベシ,Inabe-shi,,,
242152,三重県,ミエケン,Mie,1947-04-17,,,,,,志摩市,シマシ,Shima-shi,,,
242161,三重県,ミエケン,Mie,1947-04-17,,,,,,伊賀市,イガシ,Iga-shi,,,
243035,三重県,ミエケン,Mie,1947-04-17,,,桑名郡,クワナグン,Kuwana-gun,木曽岬町,キソサキチョウ,Kisosaki-cho,,,
243248,三重県,ミエケン,Mie,1947-04-17,,,員弁郡,イナベグン,Inabe-gun,東員町,トウインチョウ,Toin-cho,,,
243418,三重県,ミエケン,Mie,1947-04-17,,,三重郡,ミエグン,Mie-gun,菰野町,コモノチョウ,Komono-cho,,,
243434,三重県,ミエケン,Mie,1947-04-17,,,三重郡,ミエグン,Mie-gun,朝日町,アサヒチョウ,Asahi-cho,,,
243442,三重県,ミエケン,Mie,1947-04-17,,,三重郡,ミエグン,Mie-gun,川越町,カワゴエチョウ,Kawagoe-cho,,,
244414,三重県,ミエケン,Mie,1947-04-17,,,多気郡,タキグン,Taki-gun,多気町,タキチョウ,Taki-cho,,,
244422,三重県,ミエケン,Mie,1947-04-17,,,多気郡,タキグン,Taki-gun,明和町,メイワチョウ,Meiwa-cho,,,
244431,三重県,ミエケン,Mie,1947-04-17,,,多気郡,タキグン,Taki-gun,大台町,オオダイチョウ,Odai-cho,,,
244619,三重県,ミエケン,Mie,1947-04-17,,,度会郡,ワタライグン,Watarai-gun,玉城町,タマキチョウ,Tamaki-cho,,,
244708,三重県,ミエケン,Mie,1947-04-17,,,度会郡,ワタライグン,Watarai-gun,度会町,ワタライチョウ,Watarai-cho,,,
244716,三重県,ミエケン,Mie,1947-04-17,,,度会郡,ワタライグン,Watarai-gun,大紀町,タイキチョウ,Taiki-cho,,,
244724,三重県,ミエケン,Mie,1947-04-17,,,度会郡,ワタライグン,Watarai-gun,南伊勢町,ミナミイセチョウ,Minamiise-cho,,,
245437,三重県,ミエケン,Mie,1947-04-17,,,北牟婁郡,キタムログン,Kitamuro-gun,紀北町,キホクチョウ,Kihoku-cho,,,
245615,三重県,ミエケン,Mie,1947-04-17,,,南牟婁郡,ミナミムログン,Minamimuro-gun,御浜町,ミハマチョウ,Mihama-cho,,,
245623,三重県,ミエケン,Mie,1947-04-17,,,南牟婁郡,ミナミムログン,Minamimuro-gun,紀宝町,キホウチョウ,Kiho-cho,,,
250007,滋賀県,シガケン,Shiga,1947-04-17,,,,,,,,,,,
252018,滋賀県,シガケン,Shiga,1947-04-17,,,,,,大津市,オオツシ,Otsu-shi,,,
252026,滋賀県,シガケン,Shiga,1947-04-17,,,,,,彦根市,ヒコネシ,Hikone-shi,,,
252034,滋賀県,シガケン,Shiga,1947-04-17,,,,,,長浜市,ナガハマシ,Nagahama-shi,,,
252042,滋賀県,シガケン,Shiga,1947-04-17,,,,,,近江八幡市,オウミハチマンシ,Omihachiman-shi,,,
252069,滋賀県,シガケン,Shiga,1947-04-17,,,,,,草津市,クサツシ,Kusatsu-shi,,,
252077,滋賀県,シガケン,Shiga,1947-04-17,,,,,,守山市,モリヤマシ,Moriyama-shi,,,
252085,滋賀県,シガケン,Shiga,1947-04-17,,,,,,栗東市,リットウシ,Ritto-shi,,,
252093,滋賀県,シガケン,Shiga,1947-04-17,,,,,,甲賀市,コウカシ,Koka-shi,,,
252107,滋賀県,シガケン,Shiga,1947-04-17,,,,,,野洲市,ヤスシ,Yasu-shi,,,
252115,滋賀県,シガケン,Shiga,1947-04-17,,,,,,湖南市,コナンシ,Konan-shi,,,
252123,滋賀県,シガケン,Shiga,1947-04-17,,,,,,高島市,タカシマシ,Takashima-shi,,,
252131,滋賀県,シガケン,Shiga,1947-04-17,,,,,,東近江市,ヒガシオウミシ,Higashiomi-shi,,,
252140,滋賀県,シガケン,Shiga,1947-04-17,,,,,,米原市,マイバラシ,Maibara-shi,,,
253839,滋賀県,シガケン,Shiga,1947-04-17,,,蒲生郡,ガモウグン,Gamo-gun,日野町,ヒノチョウ,Hino-cho,,,
253847,滋賀県,シガケン,Shiga,1947-04-17,,,蒲生郡,ガモウグン,Gamo-gun,竜王町,リュウオウチョウ,Ryuo-cho,,,
254258,滋賀県,シガケン,Shiga,1947-04-17,,,愛知郡,エチグン,Echi-gun,愛荘町,アイショウチョウ,Aisho-cho,,,
254410,滋賀県,シガケン,Shiga,1947-04-17,,,犬上郡,イヌカミグン,Inukami-gun,豊郷町,トヨサトチョウ,Toyosato-cho,,,
254428,滋賀県,シガケン,Shiga,1947-04-17,,,犬上郡,イヌカミグン,Inukami-gun,甲良町,コウラチョウ,Kora-cho,,,
254436,滋賀県,シガケン,Shiga,1947-04-17,,,犬上郡,イヌカミグン,Inukami-gun,多賀町,タガチョウ,Taga-cho,,,
260002,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,,,,,,
261009,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,,,
261017,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,北区,キタク,Kita-ku
261025,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,上京区,カミギョウク,Kamigyo-ku
261033,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,左京区,サキョウク,Sakyo-ku
261041,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,中京区,ナカギョウク,Nakagyo-ku
261050,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,東山区,ヒガシヤマク,Higashiyama-ku
261068,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,下京区,シモギョウク,Shimogyo-ku
261076,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,南区,ミナミク,Minami-ku
261084,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,右京区,ウキョウク,Ukyo-ku
261092,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,伏見区,フシミク,Fushimi-ku
261106,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,山科区,ヤマシナク,Yamashina-ku
261114,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京都市,キョウトシ,Kyoto-shi,西京区,ニシキョウク,Nishikyo-ku
262013,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,福知山市,フクチヤマシ,Fukuchiyama-shi,,,
262021,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,舞鶴市,マイヅルシ,Maizuru-shi,,,
262030,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,綾部市,アヤベシ,Ayabe-shi,,,
262048,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,宇治市,ウジシ,Uji-shi,,,
262056,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,宮津市,ミヤヅシ,Miyazu-shi,,,
262064,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,亀岡市,カメオカシ,Kameoka-shi,,,
262072,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,城陽市,ジョウヨウシ,Joyo-shi,,,
262081,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,向日市,ムコウシ,Muko-shi,,,
262099,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,長岡京市,ナガオカキョウシ,Nagaokakyo-shi,,,
262102,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,八幡市,ヤワタシ,Yawata-shi,,,
262111,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京田辺市,キョウタナベシ,Kyotanabe-shi,,,
262129,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,京丹後市,キョウタンゴシ,Kyotango-shi,,,
262137,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,南丹市,ナンタンシ,Nantan-shi,,,
262145,京都府,キョウトフ,Kyoto,1947-04-17,,,,,,木津川市,キヅガワシ,Kizugawa-shi,,,
263036,京都府,キョウトフ,Kyoto,1947-04-17,,,乙訓郡,オトクニグン,Otokuni-gun,大山崎町,オオヤマザキチョウ,Oyamazaki-cho,,,
263222,京都府,キョウトフ,Kyoto,1947-04-17,,,久世郡,クセグン,Kuse-gun,久御山町,クミヤマチョウ,Kumiyama-cho,,,
263435,京都府,キョウトフ,Kyoto,1947-04-17,,,綴喜郡,ツヅキグン,Tsuzuki-gun,井手町,イデチョウ,Ide-cho,,,
263443,京都府,キョウトフ,Kyoto,1947-04-17,,,綴喜郡,ツヅキグン,Tsuzuki-gun,宇治田原町,ウジタワラチョウ,Ujitawara-cho,,,
263648,京都府,キョウトフ,Kyoto,1947-04-17,,,相楽郡,ソウラクグン,Soraku-gun,笠置町,カサギチョウ,Kasagi-cho,,,
263656,京都府,キョウトフ,Kyoto,1947-04-17,,,相楽郡,ソウラクグン,Soraku-gun,和束町,ワヅカチョウ,Wazuka-cho,,,
263664,京都府,キョウトフ,Kyoto,1947-04-17,,,相楽郡,ソウラクグン,Soraku-gun,精華町,セイカチョウ,Seika-cho,,,
263672,京都府,キョウトフ,Kyoto,1947-04-17,,,相楽郡,ソウラクグン,Soraku-gun,南山城村,ミナミヤマシロムラ,Minamiyamashiro-mura,,,
264075,京都府,キョウトフ,Kyoto,1947-04-17,,,船井郡,フナイグン,Funai-gun,京丹波町,キョウタンバチョウ,Kyotamba-cho,,,
264636,京都府,キョウトフ,Kyoto,1947-04-17,,,与謝郡,ヨザグン,Yosa-gun,伊根町,イネチョウ,Ine-cho,,,
264652,京都府,キョウトフ,Kyoto,1947-04-17,,,与謝郡,ヨザグン,Yosa-gun,与謝野町,ヨサノチョウ,Yosano-cho,,,
270008,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,,,,,,
271004,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,,,
271021,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,都島区,ミヤコジマク,Miyakojima-ku
271039,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,福島区,フクシマク,Fukushima-ku
271047,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,此花区,コノハナク,Konohana-ku
271063,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,西区,ニシク,Nishi-ku
271071,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,港区,ミナトク,Minato-ku
271080,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,大正区,タイショウク,Taisho-ku
271098,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,天王寺区,テンノウジク,Tennoji-ku
271110,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,浪速区,ナニワク,Naniwa-ku
271136,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,西淀川区,ニシヨドガワク,Nishiyodogawa-ku
271144,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,東淀川区,ヒガシヨドガワク,Higashiyodogawa-ku
271152,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,東成区,ヒガシナリク,Higashinari-ku
271161,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,生野区,イクノク,Ikuno-ku
271179,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,旭区,アサヒク,Asahi-ku
271187,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,城東区,ジョウトウク,Joto-ku
271195,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,阿倍野区,アベノク,Abeno-ku
271209,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,住吉区,スミヨシク,Sumiyoshi-ku
271217,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,東住吉区,ヒガシスミヨシク,Higashisumiyoshi-ku
271225,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,西成区,ニシナリク,Nishinari-ku
271233,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,淀川区,ヨドガワク,Yodogawa-ku
271241,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,鶴見区,ツルミク,Tsurumi-ku
271250,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,住之江区,スミノエク,Suminoe-ku
271268,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,平野区,ヒラノク,Hirano-ku
271276,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,北区,キタク,Kita-ku
271284,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大阪市,オオサカシ,Osaka-shi,中央区,チュウオウク,Chuo-ku
271403,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,堺市,サカイシ,Sakai-shi,,,
271411,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,堺市,サカイシ,Sakai-shi,堺区,サカイク,Sakai-ku
271420,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,堺市,サカイシ,Sakai-shi,中区,ナカク,Naka-ku
271438,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,堺市,サカイシ,Sakai-shi,東区,ヒガシク,Higashi-ku
271446,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,堺市,サカイシ,Sakai-shi,西区,ニシク,Nishi-ku
271454,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,堺市,サカイシ,Sakai-shi,南区,ミナミク,Minami-ku
271462,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,堺市,サカイシ,Sakai-shi,北区,キタク,Kita-ku
271471,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,堺市,サカイシ,Sakai-shi,美原区,ミハラク,Mihara-ku
272027,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,岸和田市,キシワダシ,Kishiwada-shi,,,
272035,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,豊中市,トヨナカシ,Toyonaka-shi,,,
272043,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,池田市,イケダシ,Ikeda-shi,,,
272051,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,吹田市,スイタシ,Suita-shi,,,
272060,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,泉大津市,イズミオオツシ,Izumiotsu-shi,,,
272078,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,高槻市,タカツキシ,Takatsuki-shi,,,
272086,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,貝塚市,カイヅカシ,Kaizuka-shi,,,
272094,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,守口市,モリグチシ,Moriguchi-shi,,,
272108,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,枚方市,ヒラカタシ,Hirakata-shi,,,
272116,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,茨木市,イバラキシ,Ibaraki-shi,,,
272124,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,八尾市,ヤオシ,Yao-shi,,,
272132,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,泉佐野市,イズミサノシ,Izumisano-shi,,,
272141,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,富田林市,トンダバヤシシ,Tondabayashi-shi,,,
272159,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,寝屋川市,ネヤガワシ,Neyagawa-shi,,,
272167,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,河内長野市,カワチナガノシ,Kawachinagano-shi,,,
272175,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,松原市,マツバラシ,Matsubara-shi,,,
272183,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,大東市,ダイトウシ,Daito-shi,,,
272191,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,和泉市,イズミシ,Izumi-shi,,,
272205,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,箕面市,ミノオシ,Mino-shi,,,
272213,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,柏原市,カシワラシ,Kashiwara-shi,,,
272221,大阪府,オオサカフ,Osaka,1947-04-17,,,,,,羽曳野市,ハビキノシ,Habikino-shi,,,
